Case_ID,variant,variant_index,creator,Activity,Resource,Activity_1,Resource_1,org_group,End_Time,Start_Time
1-660268091,Variant 266,266,Fluxicon Disco,Accepted-In Progress,Rajesh Kumar-Org line C,Accepted-In Progress,Rajesh Kumar,Org line C,2012-03-15T11:38:48.000,2012-03-15T11:38:48.000
1-660268091,Variant 266,266,Fluxicon Disco,Completed-Closed,Rajesh Kumar-Org line C,Completed-Closed,Rajesh Kumar,Org line C,2012-03-15T11:39:42.000,2012-03-15T11:39:42.000
1-660268091,Variant 266,266,Fluxicon Disco,Accepted-In Progress,Rajesh Kumar-Org line C,Accepted-In Progress,Rajesh Kumar,Org line C,2012-03-15T13:01:24.000,2012-03-15T13:01:24.000
1-660268091,Variant 266,266,Fluxicon Disco,Completed-Closed,Rajesh Kumar-Org line C,Completed-Closed,Rajesh Kumar,Org line C,2012-03-15T13:05:26.000,2012-03-15T13:05:26.000
1-660374694,Variant 19,19,Fluxicon Disco,Accepted-In Progress,Celine-Org line C,Accepted-In Progress,Celine,Org line C,2012-02-07T15:09:05.000,2012-02-07T15:09:05.000
1-660374694,Variant 19,19,Fluxicon Disco,Accepted-In Progress,Celine-Org line C,Accepted-In Progress,Celine,Org line C,2012-02-07T15:30:08.000,2012-02-07T15:30:08.000
1-660374694,Variant 19,19,Fluxicon Disco,Accepted-In Progress,Bruno-Org line C,Accepted-In Progress,Bruno,Org line C,2012-02-27T09:32:13.000,2012-02-27T09:32:13.000
1-660374694,Variant 19,19,Fluxicon Disco,Completed-Closed,Bruno-Org line C,Completed-Closed,Bruno,Org line C,2012-05-09T09:28:09.000,2012-05-09T09:28:09.000
1-660393401,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Martin-Org line C,Accepted-In Progress,Martin,Org line C,2012-02-07T16:09:58.000,2012-02-07T16:09:58.000
1-660393401,Variant 3,3,Fluxicon Disco,Accepted-Wait,Martin-Org line C,Accepted-Wait,Martin,Org line C,2012-02-21T12:49:07.000,2012-02-21T12:49:07.000
1-660393401,Variant 3,3,Fluxicon Disco,Completed-Closed,Martin-Org line C,Completed-Closed,Martin,Org line C,2012-02-28T08:49:20.000,2012-02-28T08:49:20.000
1-660483225,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Chiranjeevi-Org line C,Accepted-In Progress,Chiranjeevi,Org line C,2012-02-08T05:10:13.000,2012-02-08T05:10:13.000
1-660483225,Variant 1,1,Fluxicon Disco,Completed-Closed,Chiranjeevi-Org line C,Completed-Closed,Chiranjeevi,Org line C,2012-02-21T05:15:11.000,2012-02-21T05:15:11.000
1-660509893,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Rafal-Org line A2,Accepted-In Progress,Rafal,Org line A2,2012-02-07T23:30:49.000,2012-02-07T23:30:49.000
1-660509893,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Rafal-Org line A2,Queued-Awaiting Assignment,Rafal,Org line A2,2012-02-07T23:58:28.000,2012-02-07T23:58:28.000
1-660509893,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Rafal-Org line A2,Accepted-In Progress,Rafal,Org line A2,2012-02-09T08:59:49.000,2012-02-09T08:59:49.000
1-660509893,Variant 5,5,Fluxicon Disco,Completed-Closed,Rafal-Org line A2,Completed-Closed,Rafal,Org line A2,2012-03-14T12:35:25.000,2012-03-14T12:35:25.000
1-660592931,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Marie-Aimee-Org line C,Accepted-In Progress,Marie-Aimee,Org line C,2012-02-08T04:57:07.000,2012-02-08T04:57:07.000
1-660592931,Variant 1,1,Fluxicon Disco,Completed-Closed,Marie-Aimee-Org line C,Completed-Closed,Marie-Aimee,Org line C,2012-03-14T10:18:45.000,2012-03-14T10:18:45.000
1-660602952,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Devashish-Org line C,Accepted-In Progress,Devashish,Org line C,2012-02-08T06:29:21.000,2012-02-08T06:29:21.000
1-660602952,Variant 1,1,Fluxicon Disco,Completed-Closed,Devashish-Org line C,Completed-Closed,Devashish,Org line C,2012-02-21T07:35:31.000,2012-02-21T07:35:31.000
1-660636558,Variant 21,21,Fluxicon Disco,Accepted-In Progress,Johan-Org line C,Accepted-In Progress,Johan,Org line C,2012-02-08T08:47:50.000,2012-02-08T08:47:50.000
1-660636558,Variant 21,21,Fluxicon Disco,Accepted-In Progress,Johan-Org line C,Accepted-In Progress,Johan,Org line C,2012-02-08T09:03:29.000,2012-02-08T09:03:29.000
1-660636558,Variant 21,21,Fluxicon Disco,Queued-Awaiting Assignment,Johan-Org line C,Queued-Awaiting Assignment,Johan,Org line C,2012-02-08T09:04:23.000,2012-02-08T09:04:23.000
1-660636558,Variant 21,21,Fluxicon Disco,Accepted-In Progress,Johan-Org line C,Accepted-In Progress,Johan,Org line C,2012-02-08T09:32:56.000,2012-02-08T09:32:56.000
1-660636558,Variant 21,21,Fluxicon Disco,Completed-Closed,Johan-Org line C,Completed-Closed,Johan,Org line C,2012-03-12T07:38:50.000,2012-03-12T07:38:50.000
1-660648920,Variant 267,267,Fluxicon Disco,Accepted-In Progress,Madelaine-Org line A2,Accepted-In Progress,Madelaine,Org line A2,2012-02-08T07:40:09.000,2012-02-08T07:40:09.000
1-660648920,Variant 267,267,Fluxicon Disco,Accepted-Wait,Madelaine-Org line A2,Accepted-Wait,Madelaine,Org line A2,2012-02-08T08:14:24.000,2012-02-08T08:14:24.000
1-660648920,Variant 267,267,Fluxicon Disco,Queued-Awaiting Assignment,Madelaine-Org line A2,Queued-Awaiting Assignment,Madelaine,Org line A2,2012-02-08T08:55:29.000,2012-02-08T08:55:29.000
1-660648920,Variant 267,267,Fluxicon Disco,Accepted-In Progress,Kenneth-Org line A2,Accepted-In Progress,Kenneth,Org line A2,2012-02-08T13:39:39.000,2012-02-08T13:39:39.000
1-660648920,Variant 267,267,Fluxicon Disco,Accepted-In Progress,Varun-Org line C,Accepted-In Progress,Varun,Org line C,2012-02-29T12:30:59.000,2012-02-29T12:30:59.000
1-660648920,Variant 267,267,Fluxicon Disco,Queued-Awaiting Assignment,Madelaine-Org line A2,Queued-Awaiting Assignment,Madelaine,Org line A2,2012-02-29T12:33:53.000,2012-02-29T12:33:53.000
1-660648920,Variant 267,267,Fluxicon Disco,Accepted-In Progress,Kenneth-Org line A2,Accepted-In Progress,Kenneth,Org line A2,2012-02-29T12:41:09.000,2012-02-29T12:41:09.000
1-660648920,Variant 267,267,Fluxicon Disco,Accepted-Wait,Kenneth-Org line A2,Accepted-Wait,Kenneth,Org line A2,2012-04-04T14:41:44.000,2012-04-04T14:41:44.000
1-660648920,Variant 267,267,Fluxicon Disco,Completed-Closed,Kenneth-Org line A2,Completed-Closed,Kenneth,Org line A2,2012-04-25T13:05:42.000,2012-04-25T13:05:42.000
1-660785867,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Pär-Org line A2,Accepted-In Progress,Pär,Org line A2,2012-02-08T11:38:49.000,2012-02-08T11:38:49.000
1-660785867,Variant 1,1,Fluxicon Disco,Completed-Closed,Pär-Org line A2,Completed-Closed,Pär,Org line A2,2012-03-05T14:16:09.000,2012-03-05T14:16:09.000
1-660786538,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Pascal-Org line C,Accepted-In Progress,Pascal,Org line C,2012-02-08T12:18:12.000,2012-02-08T12:18:12.000
1-660786538,Variant 3,3,Fluxicon Disco,Accepted-Wait,Pascal-Org line C,Accepted-Wait,Pascal,Org line C,2012-02-08T12:27:33.000,2012-02-08T12:27:33.000
1-660786538,Variant 3,3,Fluxicon Disco,Completed-Closed,Pascal-Org line C,Completed-Closed,Pascal,Org line C,2012-04-11T12:56:45.000,2012-04-11T12:56:45.000
1-660808741,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Swetha-Org line C,Accepted-In Progress,Swetha,Org line C,2012-02-08T12:07:06.000,2012-02-08T12:07:06.000
1-660808741,Variant 1,1,Fluxicon Disco,Completed-Closed,Swetha-Org line C,Completed-Closed,Swetha,Org line C,2012-03-26T06:19:43.000,2012-03-26T06:19:43.000
1-660873096,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Ann-Charlotte-Org line A2,Accepted-In Progress,Ann-Charlotte,Org line A2,2012-02-08T13:43:39.000,2012-02-08T13:43:39.000
1-660873096,Variant 1,1,Fluxicon Disco,Completed-Closed,Ann-Charlotte-Org line A2,Completed-Closed,Ann-Charlotte,Org line A2,2012-03-14T11:44:52.000,2012-03-14T11:44:52.000
1-660903884,Variant 8,8,Fluxicon Disco,Queued-Awaiting Assignment,Emil-Org line C,Queued-Awaiting Assignment,Emil,Org line C,2012-02-08T13:57:42.000,2012-02-08T13:57:42.000
1-660903884,Variant 8,8,Fluxicon Disco,Accepted-In Progress,Emil-Org line C,Accepted-In Progress,Emil,Org line C,2012-04-04T10:29:21.000,2012-04-04T10:29:21.000
1-660903884,Variant 8,8,Fluxicon Disco,Completed-Closed,Emil-Org line C,Completed-Closed,Emil,Org line C,2012-04-04T10:29:32.000,2012-04-04T10:29:32.000
1-660908181,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Alan-Org line A2,Accepted-In Progress,Alan,Org line A2,2012-02-08T14:05:26.000,2012-02-08T14:05:26.000
1-660908181,Variant 1,1,Fluxicon Disco,Completed-Closed,Alan-Org line A2,Completed-Closed,Alan,Org line A2,2012-04-11T15:01:25.000,2012-04-11T15:01:25.000
1-660948681,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Lars-Org line V2,Accepted-In Progress,Lars,Org line V2,2012-02-08T14:38:45.000,2012-02-08T14:38:45.000
1-660948681,Variant 1,1,Fluxicon Disco,Completed-Closed,Lars-Org line V2,Completed-Closed,Lars,Org line V2,2012-05-23T09:17:43.000,2012-05-23T09:17:43.000
1-660949435,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Roland-Org line G4,Accepted-In Progress,Roland,Org line G4,2012-02-08T16:07:29.000,2012-02-08T16:07:29.000
1-660949435,Variant 1,1,Fluxicon Disco,Completed-Closed,Roland-Org line G4,Completed-Closed,Roland,Org line G4,2012-03-13T10:35:07.000,2012-03-13T10:35:07.000
1-660956878,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Jay-Org line A2,Accepted-In Progress,Jay,Org line A2,2012-02-08T15:09:59.000,2012-02-08T15:09:59.000
1-660956878,Variant 1,1,Fluxicon Disco,Completed-Closed,Jay-Org line A2,Completed-Closed,Jay,Org line A2,2012-03-14T17:23:11.000,2012-03-14T17:23:11.000
1-661132868,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Michael-Org line C,Accepted-In Progress,Michael,Org line C,2012-02-09T05:45:14.000,2012-02-09T05:45:14.000
1-661132868,Variant 1,1,Fluxicon Disco,Completed-Closed,Michael-Org line C,Completed-Closed,Michael,Org line C,2012-02-23T08:40:50.000,2012-02-23T08:40:50.000
1-661134924,Variant 30,30,Fluxicon Disco,Accepted-In Progress,Vinay-Org line C,Accepted-In Progress,Vinay,Org line C,2012-02-09T03:17:14.000,2012-02-09T03:17:14.000
1-661134924,Variant 30,30,Fluxicon Disco,Queued-Awaiting Assignment,Vinay-Org line C,Queued-Awaiting Assignment,Vinay,Org line C,2012-02-09T03:17:50.000,2012-02-09T03:17:50.000
1-661134924,Variant 30,30,Fluxicon Disco,Accepted-In Progress,Sihyun-Org line C,Accepted-In Progress,Sihyun,Org line C,2012-02-09T03:44:26.000,2012-02-09T03:44:26.000
1-661134924,Variant 30,30,Fluxicon Disco,Accepted-In Progress,Franck-Org line C,Accepted-In Progress,Franck,Org line C,2012-02-09T07:35:49.000,2012-02-09T07:35:49.000
1-661134924,Variant 30,30,Fluxicon Disco,Completed-Closed,Franck-Org line C,Completed-Closed,Franck,Org line C,2012-03-02T13:36:45.000,2012-03-02T13:36:45.000
1-661184751,Variant 268,268,Fluxicon Disco,Accepted-In Progress,Per-Org line G4,Accepted-In Progress,Per,Org line G4,2012-02-09T08:26:30.000,2012-02-09T08:26:30.000
1-661184751,Variant 268,268,Fluxicon Disco,Accepted-Assigned,Per-Org line G4,Accepted-Assigned,Per,Org line G4,2012-02-09T08:33:15.000,2012-02-09T08:33:15.000
1-661184751,Variant 268,268,Fluxicon Disco,Accepted-Wait,Per-Org line G4,Accepted-Wait,Per,Org line G4,2012-02-13T08:50:09.000,2012-02-13T08:50:09.000
1-661184751,Variant 268,268,Fluxicon Disco,Accepted-In Progress,Veronica-Org line G4,Accepted-In Progress,Veronica,Org line G4,2012-03-06T13:53:05.000,2012-03-06T13:53:05.000
1-661184751,Variant 268,268,Fluxicon Disco,Queued-Awaiting Assignment,Ulrika-Org line A2,Queued-Awaiting Assignment,Ulrika,Org line A2,2012-03-06T13:53:49.000,2012-03-06T13:53:49.000
1-661184751,Variant 268,268,Fluxicon Disco,Accepted-In Progress,Daniel-Org line A2,Accepted-In Progress,Daniel,Org line A2,2012-04-11T15:46:48.000,2012-04-11T15:46:48.000
1-661184751,Variant 268,268,Fluxicon Disco,Completed-Closed,Daniel-Org line A2,Completed-Closed,Daniel,Org line A2,2012-04-11T15:47:05.000,2012-04-11T15:47:05.000
1-661231558,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Hineesh-Org line C,Accepted-In Progress,Hineesh,Org line C,2012-02-09T08:52:23.000,2012-02-09T08:52:23.000
1-661231558,Variant 1,1,Fluxicon Disco,Completed-Closed,Hineesh-Org line C,Completed-Closed,Hineesh,Org line C,2012-03-05T14:52:49.000,2012-03-05T14:52:49.000
1-661706786,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Saki-Org line A2,Accepted-In Progress,Saki,Org line A2,2012-02-09T10:25:45.000,2012-02-09T10:25:45.000
1-661706786,Variant 3,3,Fluxicon Disco,Accepted-Wait,Saki-Org line A2,Accepted-Wait,Saki,Org line A2,2012-02-16T16:15:37.000,2012-02-16T16:15:37.000
1-661706786,Variant 3,3,Fluxicon Disco,Completed-Closed,Saki-Org line A2,Completed-Closed,Saki,Org line A2,2012-05-02T09:07:53.000,2012-05-02T09:07:53.000
1-662272981,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Bengt-Org line A2,Accepted-In Progress,Bengt,Org line A2,2012-02-09T12:51:54.000,2012-02-09T12:51:54.000
1-662272981,Variant 3,3,Fluxicon Disco,Accepted-Wait,Bengt-Org line A2,Accepted-Wait,Bengt,Org line A2,2012-02-13T09:53:18.000,2012-02-13T09:53:18.000
1-662272981,Variant 3,3,Fluxicon Disco,Completed-Closed,Bengt-Org line A2,Completed-Closed,Bengt,Org line A2,2012-02-22T09:49:01.000,2012-02-22T09:49:01.000
1-662956121,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Srinivasa-Org line C,Accepted-In Progress,Srinivasa,Org line C,2012-02-09T13:08:09.000,2012-02-09T13:08:09.000
1-662956121,Variant 1,1,Fluxicon Disco,Completed-Closed,Srinivasa-Org line C,Completed-Closed,Srinivasa,Org line C,2012-03-26T03:56:59.000,2012-03-26T03:56:59.000
1-663582660,Variant 11,11,Fluxicon Disco,Accepted-In Progress,Rafal-Org line A2,Accepted-In Progress,Rafal,Org line A2,2012-02-09T14:44:33.000,2012-02-09T14:44:33.000
1-663582660,Variant 11,11,Fluxicon Disco,Queued-Awaiting Assignment,Rafal-Org line A2,Queued-Awaiting Assignment,Rafal,Org line A2,2012-02-22T08:00:03.000,2012-02-22T08:00:03.000
1-663582660,Variant 11,11,Fluxicon Disco,Accepted-In Progress,Mariusz-Org line A2,Accepted-In Progress,Mariusz,Org line A2,2012-02-22T10:17:49.000,2012-02-22T10:17:49.000
1-663582660,Variant 11,11,Fluxicon Disco,Queued-Awaiting Assignment,Alain-Org line C,Queued-Awaiting Assignment,Alain,Org line C,2012-02-22T12:46:10.000,2012-02-22T12:46:10.000
1-663582660,Variant 11,11,Fluxicon Disco,Accepted-In Progress,Venkatarami Reddy-Org line C,Accepted-In Progress,Venkatarami Reddy,Org line C,2012-02-23T08:13:35.000,2012-02-23T08:13:35.000
1-663582660,Variant 11,11,Fluxicon Disco,Completed-Closed,Venkatarami Reddy-Org line C,Completed-Closed,Venkatarami Reddy,Org line C,2012-02-23T08:14:16.000,2012-02-23T08:14:16.000
1-663749238,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Jitender-Org line C,Accepted-In Progress,Jitender,Org line C,2012-02-09T15:57:01.000,2012-02-09T15:57:01.000
1-663749238,Variant 3,3,Fluxicon Disco,Accepted-Wait,Jitender-Org line C,Accepted-Wait,Jitender,Org line C,2012-02-09T16:21:03.000,2012-02-09T16:21:03.000
1-663749238,Variant 3,3,Fluxicon Disco,Completed-Closed,Jitender-Org line C,Completed-Closed,Jitender,Org line C,2012-02-27T15:16:08.000,2012-02-27T15:16:08.000
1-663851111,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Leif-Org line C,Accepted-In Progress,Leif,Org line C,2012-02-09T15:36:08.000,2012-02-09T15:36:08.000
1-663851111,Variant 1,1,Fluxicon Disco,Completed-Closed,Leif-Org line C,Completed-Closed,Leif,Org line C,2012-03-01T09:40:26.000,2012-03-01T09:40:26.000
1-663891165,Variant 17,17,Fluxicon Disco,Accepted-In Progress,Trevor-Org line C,Accepted-In Progress,Trevor,Org line C,2012-02-09T15:39:02.000,2012-02-09T15:39:02.000
1-663891165,Variant 17,17,Fluxicon Disco,Accepted-Assigned,Trevor-Org line C,Accepted-Assigned,Trevor,Org line C,2012-02-10T12:50:20.000,2012-02-10T12:50:20.000
1-663891165,Variant 17,17,Fluxicon Disco,Accepted-In Progress,Trevor-Org line C,Accepted-In Progress,Trevor,Org line C,2012-02-10T16:42:31.000,2012-02-10T16:42:31.000
1-663891165,Variant 17,17,Fluxicon Disco,Accepted-Wait,Trevor-Org line C,Accepted-Wait,Trevor,Org line C,2012-02-17T14:58:54.000,2012-02-17T14:58:54.000
1-663891165,Variant 17,17,Fluxicon Disco,Completed-Closed,Trevor-Org line C,Completed-Closed,Trevor,Org line C,2012-03-19T15:19:14.000,2012-03-19T15:19:14.000
1-664001411,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Bhavesh-Org line C,Accepted-In Progress,Bhavesh,Org line C,2012-02-09T16:24:55.000,2012-02-09T16:24:55.000
1-664001411,Variant 1,1,Fluxicon Disco,Completed-Closed,Bhavesh-Org line C,Completed-Closed,Bhavesh,Org line C,2012-03-13T07:36:51.000,2012-03-13T07:36:51.000
1-664579051,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Katarina-Org line G4,Accepted-In Progress,Katarina,Org line G4,2012-02-10T07:52:07.000,2012-02-10T07:52:07.000
1-664579051,Variant 1,1,Fluxicon Disco,Completed-Closed,Katarina-Org line G4,Completed-Closed,Katarina,Org line G4,2012-02-29T13:32:49.000,2012-02-29T13:32:49.000
1-664730121,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Aditi-Org line C,Accepted-In Progress,Aditi,Org line C,2012-02-10T08:47:38.000,2012-02-10T08:47:38.000
1-664730121,Variant 3,3,Fluxicon Disco,Accepted-Wait,Aditi-Org line C,Accepted-Wait,Aditi,Org line C,2012-02-10T09:03:08.000,2012-02-10T09:03:08.000
1-664730121,Variant 3,3,Fluxicon Disco,Completed-Closed,Aditi-Org line C,Completed-Closed,Aditi,Org line C,2012-02-17T13:38:15.000,2012-02-17T13:38:15.000
1-664912261,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Dimitri-Org line A2,Accepted-In Progress,Dimitri,Org line A2,2012-02-10T09:12:35.000,2012-02-10T09:12:35.000
1-664912261,Variant 1,1,Fluxicon Disco,Completed-Closed,Dimitri-Org line A2,Completed-Closed,Dimitri,Org line A2,2012-03-12T09:15:30.000,2012-03-12T09:15:30.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-In Progress,Prashant-Org line C,Accepted-In Progress,Prashant,Org line C,2012-02-11T19:41:24.000,2012-02-11T19:41:24.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-Wait,Prashant-Org line C,Accepted-Wait,Prashant,Org line C,2012-02-11T20:37:34.000,2012-02-11T20:37:34.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-In Progress,Prashant-Org line C,Accepted-In Progress,Prashant,Org line C,2012-02-12T18:52:59.000,2012-02-12T18:52:59.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-Wait,Prashant-Org line C,Accepted-Wait,Prashant,Org line C,2012-02-12T18:53:04.000,2012-02-12T18:53:04.000
1-669119156,Variant 269,269,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2012-02-18T17:44:35.000,2012-02-18T17:44:35.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2012-02-28T15:36:29.000,2012-02-28T15:36:29.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-Assigned,Ramith-Org line C,Accepted-Assigned,Ramith,Org line C,2012-02-28T15:37:04.000,2012-02-28T15:37:04.000
1-669119156,Variant 269,269,Fluxicon Disco,Accepted-Assigned,Hineesh-Org line C,Accepted-Assigned,Hineesh,Org line C,2012-02-28T16:08:07.000,2012-02-28T16:08:07.000
1-669119156,Variant 269,269,Fluxicon Disco,Completed-Closed,Hineesh-Org line C,Completed-Closed,Hineesh,Org line C,2012-03-05T15:29:45.000,2012-03-05T15:29:45.000
1-669144071,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Binod-Org line A2,Accepted-In Progress,Binod,Org line A2,2012-02-11T18:12:48.000,2012-02-11T18:12:48.000
1-669144071,Variant 1,1,Fluxicon Disco,Completed-Closed,Binod-Org line A2,Completed-Closed,Binod,Org line A2,2012-02-11T18:37:05.000,2012-02-11T18:37:05.000
1-669202942,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Per-Org line G4,Accepted-In Progress,Per,Org line G4,2012-02-12T20:01:32.000,2012-02-12T20:01:32.000
1-669202942,Variant 1,1,Fluxicon Disco,Completed-Closed,Per-Org line G4,Completed-Closed,Per,Org line G4,2012-03-27T22:15:40.000,2012-03-27T22:15:40.000
1-669804759,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Peter-Org line C,Accepted-In Progress,Peter,Org line C,2012-02-13T07:03:37.000,2012-02-13T07:03:37.000
1-669804759,Variant 1,1,Fluxicon Disco,Completed-Closed,Peter-Org line C,Completed-Closed,Peter,Org line C,2012-04-01T16:50:09.000,2012-04-01T16:50:09.000
1-670052598,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Jörgen-Org line A2,Accepted-In Progress,Jörgen,Org line A2,2012-02-13T10:04:11.000,2012-02-13T10:04:11.000
1-670052598,Variant 1,1,Fluxicon Disco,Completed-Closed,Jörgen-Org line A2,Completed-Closed,Jörgen,Org line A2,2012-02-20T10:40:36.000,2012-02-20T10:40:36.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2012-02-13T09:03:27.000,2012-02-13T09:03:27.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-Wait,Robert-Org line C,Accepted-Wait,Robert,Org line C,2012-02-13T09:06:36.000,2012-02-13T09:06:36.000
1-670754761,Variant 270,270,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2012-02-28T16:17:05.000,2012-02-28T16:17:05.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-Assigned,Bhavesh-Org line C,Accepted-Assigned,Bhavesh,Org line C,2012-02-29T11:37:29.000,2012-02-29T11:37:29.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-In Progress,Bhavesh-Org line C,Accepted-In Progress,Bhavesh,Org line C,2012-03-05T13:03:37.000,2012-03-05T13:03:37.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-In Progress,Bhavesh-Org line C,Accepted-In Progress,Bhavesh,Org line C,2012-03-27T15:50:57.000,2012-03-27T15:50:57.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-In Progress,Alam-Org line C,Accepted-In Progress,Alam,Org line C,2012-03-28T12:59:00.000,2012-03-28T12:59:00.000
1-670754761,Variant 270,270,Fluxicon Disco,Completed-Closed,Alam-Org line C,Completed-Closed,Alam,Org line C,2012-03-28T13:04:21.000,2012-03-28T13:04:21.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-In Progress,Alam-Org line C,Accepted-In Progress,Alam,Org line C,2012-03-28T13:04:27.000,2012-03-28T13:04:27.000
1-670754761,Variant 270,270,Fluxicon Disco,Completed-Closed,Alam-Org line C,Completed-Closed,Alam,Org line C,2012-03-28T13:05:08.000,2012-03-28T13:05:08.000
1-670754761,Variant 270,270,Fluxicon Disco,Accepted-In Progress,Alam-Org line C,Accepted-In Progress,Alam,Org line C,2012-03-28T13:44:20.000,2012-03-28T13:44:20.000
1-670754761,Variant 270,270,Fluxicon Disco,Completed-Closed,Alam-Org line C,Completed-Closed,Alam,Org line C,2012-03-28T13:52:00.000,2012-03-28T13:52:00.000
1-671350354,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Jörgen-Org line A2,Accepted-In Progress,Jörgen,Org line A2,2012-02-13T12:55:26.000,2012-02-13T12:55:26.000
1-671350354,Variant 1,1,Fluxicon Disco,Completed-Closed,Jörgen-Org line A2,Completed-Closed,Jörgen,Org line A2,2012-02-20T10:40:51.000,2012-02-20T10:40:51.000
1-671512033,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Satish-Org line C,Accepted-In Progress,Satish,Org line C,2012-02-13T11:10:55.000,2012-02-13T11:10:55.000
1-671512033,Variant 1,1,Fluxicon Disco,Completed-Closed,Satish-Org line C,Completed-Closed,Satish,Org line C,2012-02-14T08:31:28.000,2012-02-14T08:31:28.000
1-671933304,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Lisbeth-Org line A2,Accepted-In Progress,Lisbeth,Org line A2,2012-02-13T15:50:57.000,2012-02-13T15:50:57.000
1-671933304,Variant 3,3,Fluxicon Disco,Accepted-Wait,Lisbeth-Org line A2,Accepted-Wait,Lisbeth,Org line A2,2012-02-23T08:22:58.000,2012-02-23T08:22:58.000
1-671933304,Variant 3,3,Fluxicon Disco,Completed-Closed,Lisbeth-Org line A2,Completed-Closed,Lisbeth,Org line A2,2012-04-16T10:55:25.000,2012-04-16T10:55:25.000
1-672299434,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Tomas-Org line C,Accepted-In Progress,Tomas,Org line C,2012-02-13T12:37:00.000,2012-02-13T12:37:00.000
1-672299434,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Tomas-Org line C,Accepted-In Progress,Tomas,Org line C,2012-02-13T21:43:09.000,2012-02-13T21:43:09.000
1-672299434,Variant 4,4,Fluxicon Disco,Completed-Closed,Tomas-Org line C,Completed-Closed,Tomas,Org line C,2012-03-28T08:56:30.000,2012-03-28T08:56:30.000
1-672506739,Variant 271,271,Fluxicon Disco,Accepted-In Progress,Robert-Org line C,Accepted-In Progress,Robert,Org line C,2012-02-13T13:06:44.000,2012-02-13T13:06:44.000
1-672506739,Variant 271,271,Fluxicon Disco,Accepted-Wait,Robert-Org line C,Accepted-Wait,Robert,Org line C,2012-02-13T13:10:57.000,2012-02-13T13:10:57.000
1-672506739,Variant 271,271,Fluxicon Disco,Queued-Awaiting Assignment,Robert-Org line C,Queued-Awaiting Assignment,Robert,Org line C,2012-03-07T12:20:54.000,2012-03-07T12:20:54.000
1-672506739,Variant 271,271,Fluxicon Disco,Accepted-In Progress,Vaibhav-Org line C,Accepted-In Progress,Vaibhav,Org line C,2012-03-12T18:32:08.000,2012-03-12T18:32:08.000
