Case_ID,Start_Time,End_Time,Activity,Resource
request for payment 55212,2018-10-15T13:11:19.000,2018-10-15T13:11:19.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 55212,2018-10-15T19:05:55.000,2018-10-15T19:05:55.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55212,2018-10-16T06:51:11.000,2018-10-16T06:51:11.000,Request Payment,UNDEFINED
request for payment 55212,2018-10-18T16:31:18.000,2018-10-18T16:31:18.000,Payment Handled,UNDEFINED
request for payment 11189,2018-09-28T10:34:01.000,2018-09-28T10:34:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 11189,2018-09-28T10:34:07.000,2018-09-28T10:34:07.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 11189,2018-09-28T11:36:36.000,2018-09-28T11:36:36.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 11189,2018-10-05T16:11:15.000,2018-10-05T16:11:15.000,Request For Payment SAVED by EMPLOYEE,EMPLOYEE
request for payment 55943,2018-09-29T10:28:34.000,2018-09-29T10:28:34.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55943,2018-09-29T10:30:15.000,2018-09-29T10:30:15.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55943,2018-10-02T12:22:50.000,2018-10-02T12:22:50.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55943,2018-10-04T23:24:04.000,2018-10-04T23:24:04.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55943,2018-10-04T23:37:50.000,2018-10-04T23:37:50.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55943,2018-10-08T10:40:21.000,2018-10-08T10:40:21.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55943,2018-10-08T13:49:11.000,2018-10-08T13:49:11.000,Request Payment,UNDEFINED
request for payment 55943,2018-10-11T16:31:08.000,2018-10-11T16:31:08.000,Payment Handled,UNDEFINED
request for payment 51071,2018-09-29T13:11:27.000,2018-09-29T13:11:27.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 51071,2018-09-29T13:11:29.000,2018-09-29T13:11:29.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 51071,2018-10-03T10:03:35.000,2018-10-03T10:03:35.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 51071,2018-10-04T05:49:23.000,2018-10-04T05:49:23.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 51071,2018-10-06T12:00:38.000,2018-10-06T12:00:38.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 51071,2018-10-06T12:00:49.000,2018-10-06T12:00:49.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 51071,2018-10-19T08:28:23.000,2018-10-19T08:28:23.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 51071,2018-10-23T14:30:16.000,2018-10-23T14:30:16.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 51071,2018-10-24T12:57:50.000,2018-10-24T12:57:50.000,Request Payment,UNDEFINED
request for payment 51071,2018-10-25T16:31:43.000,2018-10-25T16:31:43.000,Payment Handled,UNDEFINED
request for payment 52222,2018-09-30T20:03:21.000,2018-09-30T20:03:21.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52222,2018-09-30T20:03:24.000,2018-09-30T20:03:24.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52222,2018-10-01T13:08:32.000,2018-10-01T13:08:32.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52222,2018-10-02T09:15:20.000,2018-10-02T09:15:20.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52222,2018-10-02T09:22:53.000,2018-10-02T09:22:53.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52222,2018-10-02T09:23:01.000,2018-10-02T09:23:01.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52222,2018-10-02T10:31:41.000,2018-10-02T10:31:41.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52222,2018-10-04T08:30:11.000,2018-10-04T08:30:11.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52222,2018-10-04T12:12:18.000,2018-10-04T12:12:18.000,Request Payment,UNDEFINED
request for payment 52222,2018-10-08T16:31:17.000,2018-10-08T16:31:17.000,Payment Handled,UNDEFINED
request for payment 51154,2018-10-01T12:58:08.000,2018-10-01T12:58:08.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 51154,2018-10-01T12:58:21.000,2018-10-01T12:58:21.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 51154,2018-10-01T13:14:55.000,2018-10-01T13:14:55.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 51154,2018-10-01T13:16:43.000,2018-10-01T13:16:43.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 51154,2018-10-02T12:01:12.000,2018-10-02T12:01:12.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 51154,2018-10-02T19:00:07.000,2018-10-02T19:00:07.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 51154,2018-10-04T08:49:10.000,2018-10-04T08:49:10.000,Request Payment,UNDEFINED
request for payment 51154,2018-10-08T16:31:17.000,2018-10-08T16:31:17.000,Payment Handled,UNDEFINED
request for payment 186439,2018-10-01T13:58:56.000,2018-10-01T13:58:56.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 186439,2018-10-01T13:59:02.000,2018-10-01T13:59:02.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 186439,2018-10-03T09:37:29.000,2018-10-03T09:37:29.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 186439,2018-10-04T20:32:38.000,2018-10-04T20:32:38.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 186439,2018-10-05T08:35:36.000,2018-10-05T08:35:36.000,Request Payment,UNDEFINED
request for payment 186439,2018-10-08T16:31:17.000,2018-10-08T16:31:17.000,Payment Handled,UNDEFINED
request for payment 55992,2018-10-01T15:49:54.000,2018-10-01T15:49:54.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55992,2018-10-01T15:49:56.000,2018-10-01T15:49:56.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55992,2018-10-03T07:24:03.000,2018-10-03T07:24:03.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 55992,2018-10-04T07:48:30.000,2018-10-04T07:48:30.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55992,2018-10-26T08:13:00.000,2018-10-26T08:13:00.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55992,2018-10-26T08:14:03.000,2018-10-26T08:14:03.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55992,2018-10-31T10:17:50.000,2018-10-31T10:17:50.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 55992,2018-11-01T07:51:08.000,2018-11-01T07:51:08.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55992,2018-11-01T13:50:48.000,2018-11-01T13:50:48.000,Request Payment,UNDEFINED
request for payment 55992,2018-11-05T16:31:19.000,2018-11-05T16:31:19.000,Payment Handled,UNDEFINED
request for payment 55994,2018-10-01T15:49:54.000,2018-10-01T15:49:54.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55994,2018-10-01T15:49:56.000,2018-10-01T15:49:56.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55994,2018-10-03T07:24:03.000,2018-10-03T07:24:03.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 55994,2018-10-04T07:48:30.000,2018-10-04T07:48:30.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55994,2018-10-08T11:13:12.000,2018-10-08T11:13:12.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55994,2018-10-08T11:13:50.000,2018-10-08T11:13:50.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55994,2018-10-08T13:53:05.000,2018-10-08T13:53:05.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 55994,2018-10-08T15:24:22.000,2018-10-08T15:24:22.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55994,2018-10-09T08:08:02.000,2018-10-09T08:08:02.000,Request Payment,UNDEFINED
request for payment 55994,2018-10-11T16:31:08.000,2018-10-11T16:31:08.000,Payment Handled,UNDEFINED
request for payment 52240,2018-10-01T17:44:23.000,2018-10-01T17:44:23.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52240,2018-10-01T17:44:26.000,2018-10-01T17:44:26.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52240,2018-10-03T07:22:25.000,2018-10-03T07:22:25.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52240,2018-10-08T09:18:46.000,2018-10-08T09:18:46.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52240,2018-10-23T12:14:58.000,2018-10-23T12:14:58.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52240,2018-10-23T12:15:02.000,2018-10-23T12:15:02.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52240,2018-10-24T07:24:05.000,2018-10-24T07:24:05.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52240,2018-10-25T08:30:20.000,2018-10-25T08:30:20.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52240,2018-10-29T06:42:08.000,2018-10-29T06:42:08.000,Request Payment,UNDEFINED
request for payment 52240,2018-11-01T16:31:17.000,2018-11-01T16:31:17.000,Payment Handled,UNDEFINED
request for payment 52289,2018-10-01T19:21:08.000,2018-10-01T19:21:08.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52289,2018-10-01T19:21:10.000,2018-10-01T19:21:10.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52289,2018-10-02T07:31:11.000,2018-10-02T07:31:11.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52289,2018-10-03T09:59:58.000,2018-10-03T09:59:58.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52289,2018-10-11T10:17:09.000,2018-10-11T10:17:09.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52289,2018-10-11T10:17:13.000,2018-10-11T10:17:13.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52289,2018-10-12T08:51:49.000,2018-10-12T08:51:49.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52289,2018-10-14T09:46:52.000,2018-10-14T09:46:52.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52289,2018-10-16T07:48:25.000,2018-10-16T07:48:25.000,Request Payment,UNDEFINED
request for payment 52289,2018-10-18T16:31:18.000,2018-10-18T16:31:18.000,Payment Handled,UNDEFINED
request for payment 52287,2018-10-01T19:21:08.000,2018-10-01T19:21:08.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52287,2018-10-01T19:21:10.000,2018-10-01T19:21:10.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52287,2018-10-02T07:31:11.000,2018-10-02T07:31:11.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52287,2018-10-03T09:59:58.000,2018-10-03T09:59:58.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52287,2018-10-03T14:59:29.000,2018-10-03T14:59:29.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52287,2018-10-03T14:59:55.000,2018-10-03T14:59:55.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52287,2018-10-05T14:19:09.000,2018-10-05T14:19:09.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 52287,2018-10-08T19:37:12.000,2018-10-08T19:37:12.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52287,2018-10-16T07:48:23.000,2018-10-16T07:48:23.000,Request Payment,UNDEFINED
request for payment 52287,2018-10-18T16:31:18.000,2018-10-18T16:31:18.000,Payment Handled,UNDEFINED
request for payment 186450,2018-10-02T13:21:36.000,2018-10-02T13:21:36.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 186450,2018-10-02T13:21:43.000,2018-10-02T13:21:43.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 186450,2018-10-08T16:06:57.000,2018-10-08T16:06:57.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 186450,2018-10-10T10:13:11.000,2018-10-10T10:13:11.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 186450,2018-10-11T08:15:09.000,2018-10-11T08:15:09.000,Request Payment,UNDEFINED
request for payment 186450,2018-10-15T16:31:13.000,2018-10-15T16:31:13.000,Payment Handled,UNDEFINED
request for payment 34364,2018-10-02T14:24:47.000,2018-10-02T14:24:47.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 34364,2018-10-02T14:25:44.000,2018-10-02T14:25:44.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 34364,2018-10-08T07:50:27.000,2018-10-08T07:50:27.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 34364,2018-10-15T23:52:46.000,2018-10-15T23:52:46.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 34364,2018-10-15T23:53:05.000,2018-10-15T23:53:05.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 34364,2018-10-17T15:08:04.000,2018-10-17T15:08:04.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 34364,2018-10-18T05:28:15.000,2018-10-18T05:28:15.000,Request Payment,UNDEFINED
request for payment 34364,2018-10-22T16:31:25.000,2018-10-22T16:31:25.000,Payment Handled,UNDEFINED
request for payment 186266,2018-10-03T13:37:18.000,2018-10-03T13:37:18.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 186266,2018-10-03T13:37:22.000,2018-10-03T13:37:22.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 186266,2018-10-08T12:54:13.000,2018-10-08T12:54:13.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 186266,2018-10-08T21:47:55.000,2018-10-08T21:47:55.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 186266,2018-10-15T11:26:46.000,2018-10-15T11:26:46.000,Request Payment,UNDEFINED
request for payment 186266,2018-10-18T16:31:18.000,2018-10-18T16:31:18.000,Payment Handled,UNDEFINED
request for payment 30396,2018-10-03T15:28:27.000,2018-10-03T15:28:27.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 30396,2018-10-03T15:28:32.000,2018-10-03T15:28:32.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 30396,2018-10-08T07:51:40.000,2018-10-08T07:51:40.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 30396,2018-10-15T04:15:13.000,2018-10-15T04:15:13.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 30396,2018-10-19T12:21:11.000,2018-10-19T12:21:11.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 30396,2018-10-19T12:21:31.000,2018-10-19T12:21:31.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 30396,2018-10-19T14:37:44.000,2018-10-19T14:37:44.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 30396,2018-10-25T09:41:05.000,2018-10-25T09:41:05.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 30396,2018-10-30T15:01:39.000,2018-10-30T15:01:39.000,Request Payment,UNDEFINED
request for payment 30396,2018-11-01T16:31:17.000,2018-11-01T16:31:17.000,Payment Handled,UNDEFINED
request for payment 53212,2018-10-04T10:51:32.000,2018-10-04T10:51:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53212,2018-10-04T10:51:34.000,2018-10-04T10:51:34.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53212,2018-10-08T07:19:45.000,2018-10-08T07:19:45.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53212,2018-10-17T10:43:09.000,2018-10-17T10:43:09.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53212,2018-10-17T10:44:42.000,2018-10-17T10:44:42.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53212,2018-10-18T07:33:20.000,2018-10-18T07:33:20.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53212,2018-10-18T14:55:52.000,2018-10-18T14:55:52.000,Request Payment,UNDEFINED
request for payment 53212,2018-10-22T16:31:25.000,2018-10-22T16:31:25.000,Payment Handled,UNDEFINED
request for payment 53214,2018-10-04T10:51:32.000,2018-10-04T10:51:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53214,2018-10-04T10:51:34.000,2018-10-04T10:51:34.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53214,2018-10-08T07:19:45.000,2018-10-08T07:19:45.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53214,2018-11-16T12:53:57.000,2018-11-16T12:53:57.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53214,2018-11-16T12:56:06.000,2018-11-16T12:56:06.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53214,2018-11-19T10:45:23.000,2018-11-19T10:45:23.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53214,2018-11-20T07:26:12.000,2018-11-20T07:26:12.000,Request Payment,UNDEFINED
request for payment 53214,2018-11-22T16:31:34.000,2018-11-22T16:31:34.000,Payment Handled,UNDEFINED
request for payment 11203,2018-10-04T12:53:02.000,2018-10-04T12:53:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 11203,2018-10-04T12:53:07.000,2018-10-04T12:53:07.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 11203,2018-10-09T07:57:19.000,2018-10-09T07:57:19.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 11203,2018-10-10T20:19:15.000,2018-10-10T20:19:15.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 11203,2018-11-13T10:45:41.000,2018-11-13T10:45:41.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 11203,2018-11-13T10:46:25.000,2018-11-13T10:46:25.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 11203,2018-11-14T13:18:56.000,2018-11-14T13:18:56.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 11203,2018-11-19T08:02:09.000,2018-11-19T08:02:09.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 11203,2018-11-19T08:55:37.000,2018-11-19T08:55:37.000,Request Payment,UNDEFINED
request for payment 11203,2018-11-22T16:31:34.000,2018-11-22T16:31:34.000,Payment Handled,UNDEFINED
request for payment 11206,2018-10-04T12:53:02.000,2018-10-04T12:53:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 11206,2018-10-04T12:53:07.000,2018-10-04T12:53:07.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 11206,2018-10-09T07:57:19.000,2018-10-09T07:57:19.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 11206,2018-10-10T20:19:15.000,2018-10-10T20:19:15.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 11206,2018-11-05T10:02:51.000,2018-11-05T10:02:51.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 11206,2018-11-05T10:02:58.000,2018-11-05T10:02:58.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 11206,2018-11-06T10:59:15.000,2018-11-06T10:59:15.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 11206,2018-11-13T04:15:19.000,2018-11-13T04:15:19.000,Request For Payment REJECTED by SUPERVISOR,SUPERVISOR
request for payment 11206,2018-11-13T10:40:14.000,2018-11-13T10:40:14.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 51750,2018-10-05T07:31:11.000,2018-10-05T07:31:11.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 51750,2018-10-05T07:31:15.000,2018-10-05T07:31:15.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 51750,2018-10-07T11:57:50.000,2018-10-07T11:57:50.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 51750,2018-10-07T11:59:52.000,2018-10-07T11:59:52.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 51750,2018-10-09T07:52:37.000,2018-10-09T07:52:37.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 51750,2018-10-09T07:55:01.000,2018-10-09T07:55:01.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 51750,2018-10-09T08:09:55.000,2018-10-09T08:09:55.000,Request Payment,UNDEFINED
request for payment 51750,2018-10-11T16:31:08.000,2018-10-11T16:31:08.000,Payment Handled,UNDEFINED
request for payment 30419,2018-10-05T10:34:04.000,2018-10-05T10:34:04.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 30419,2018-10-05T10:34:07.000,2018-10-05T10:34:07.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 30419,2018-10-05T13:50:35.000,2018-10-05T13:50:35.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 30419,2018-10-08T13:33:54.000,2018-10-08T13:33:54.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 30419,2018-10-09T09:53:47.000,2018-10-09T09:53:47.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 30419,2018-11-14T14:05:04.000,2018-11-14T14:05:04.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 30419,2018-11-14T14:22:42.000,2018-11-14T14:22:42.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 30419,2018-11-15T09:18:00.000,2018-11-15T09:18:00.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 30419,2018-11-15T16:04:49.000,2018-11-15T16:04:49.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 30419,2018-11-19T15:35:07.000,2018-11-19T15:35:07.000,Request Payment,UNDEFINED
request for payment 30419,2018-11-22T16:31:34.000,2018-11-22T16:31:34.000,Payment Handled,UNDEFINED
request for payment 53271,2018-10-05T10:59:19.000,2018-10-05T10:59:19.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53271,2018-10-05T10:59:32.000,2018-10-05T10:59:32.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53271,2018-10-05T11:21:56.000,2018-10-05T11:21:56.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53271,2018-10-05T12:55:02.000,2018-10-05T12:55:02.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53271,2018-10-09T07:53:45.000,2018-10-09T07:53:45.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53271,2018-10-09T07:54:02.000,2018-10-09T07:54:02.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53271,2018-10-11T11:07:59.000,2018-10-11T11:07:59.000,Request Payment,UNDEFINED
request for payment 53271,2018-10-15T16:31:13.000,2018-10-15T16:31:13.000,Payment Handled,UNDEFINED
request for payment 52359,2018-10-05T17:11:12.000,2018-10-05T17:11:12.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52359,2018-10-05T17:11:14.000,2018-10-05T17:11:14.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52359,2018-10-08T07:44:13.000,2018-10-08T07:44:13.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52359,2018-11-16T05:13:40.000,2018-11-16T05:13:40.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 52359,2018-11-16T05:18:23.000,2018-11-16T05:18:23.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 52359,2018-11-20T14:44:40.000,2018-11-20T14:44:40.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 52359,2018-11-21T09:52:13.000,2018-11-21T09:52:13.000,Request Payment,UNDEFINED
request for payment 52359,2018-11-22T16:31:34.000,2018-11-22T16:31:34.000,Payment Handled,UNDEFINED
request for payment 55739,2018-10-08T13:15:32.000,2018-10-08T13:15:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55739,2018-10-08T13:15:34.000,2018-10-08T13:15:34.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55739,2018-10-08T13:18:30.000,2018-10-08T13:18:30.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 55739,2018-10-08T13:21:06.000,2018-10-08T13:21:06.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 55739,2018-10-11T11:12:30.000,2018-10-11T11:12:30.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55739,2018-10-11T12:20:31.000,2018-10-11T12:20:31.000,Request For Payment APPROVED by SUPERVISOR,SUPERVISOR
request for payment 55739,2018-10-12T13:06:02.000,2018-10-12T13:06:02.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 55739,2018-10-12T13:06:02.000,2018-10-12T13:06:02.000,Request For Payment FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 55739,2018-10-12T14:08:32.000,2018-10-12T14:08:32.000,Request Payment,UNDEFINED
request for payment 55739,2018-10-15T16:31:13.000,2018-10-15T16:31:13.000,Payment Handled,UNDEFINED
request for payment 13249,2018-10-08T15:06:14.000,2018-10-08T15:06:14.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 13249,2018-10-08T15:06:17.000,2018-10-08T15:06:17.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
