Case ID,start_timestamp,end_timestamp,Creator,Resource,variant_index,ActivityID,Activity
3266,2010-08-10T21:21:31,2010-08-10T21:21:31,Fluxicon Disco, Variant 1,1,8,8
3266,2010-08-10T22:13:46,2010-08-10T22:13:46,Fluxicon Disco, Variant 1,1,6,6
3267,2011-10-12T21:17:32,2011-10-12T21:17:32,Fluxicon Disco, Variant 1,1,1,1
3267,2011-10-13T17:47:30,2011-10-13T17:47:30,Fluxicon Disco, Variant 1,1,8,8
3267,2011-10-17T19:55:41,2011-10-17T19:55:41,Fluxicon Disco, Variant 1,1,6,6
3268,2012-07-09T22:47:34,2012-07-09T22:47:34,Fluxicon Disco, Variant 1,1,1,1
3268,2012-07-09T22:53:00,2012-07-09T22:53:00,Fluxicon Disco, Variant 1,1,8,8
3268,2012-07-09T22:53:27,2012-07-09T22:53:27,Fluxicon Disco, Variant 1,1,6,6
3269,2012-03-08T21:40:27,2012-03-08T21:40:27,Fluxicon Disco, Variant 1,1,1,1
3269,2012-03-08T21:40:40,2012-03-08T21:40:40,Fluxicon Disco, Variant 1,1,8,8
3269,2012-03-08T21:55:56,2012-03-08T21:55:56,Fluxicon Disco, Variant 1,1,6,6
3270,2011-03-18T16:38:46,2011-03-18T16:38:46,Fluxicon Disco, Variant 3,3,1,1
3270,2011-03-18T17:28:20,2011-03-18T17:28:20,Fluxicon Disco, Variant 3,3,8,8
3270,2011-03-18T17:40:04,2011-03-18T17:40:04,Fluxicon Disco, Variant 3,3,9,9
3270,2011-03-21T19:23:53,2011-03-21T19:23:53,Fluxicon Disco, Variant 3,3,8,8
3270,2011-03-21T19:24:48,2011-03-21T19:24:48,Fluxicon Disco, Variant 3,3,6,6
3271,2011-10-24T19:15:33,2011-10-24T19:15:33,Fluxicon Disco, Variant 136,136,1,1
3271,2011-10-27T20:22:19,2011-10-27T20:22:19,Fluxicon Disco, Variant 136,136,8,8
3271,2011-11-18T00:57:22,2011-11-18T00:57:22,Fluxicon Disco, Variant 136,136,5,5
3271,2011-12-06T00:33:58,2011-12-06T00:33:58,Fluxicon Disco, Variant 136,136,6,6
3272,2012-05-08T23:12:26,2012-05-08T23:12:26,Fluxicon Disco, Variant 1,1,1,1
3272,2012-05-08T23:12:39,2012-05-08T23:12:39,Fluxicon Disco, Variant 1,1,8,8
3272,2012-05-11T22:41:37,2012-05-11T22:41:37,Fluxicon Disco, Variant 1,1,6,6
3274,2011-04-14T21:47:16,2011-04-14T21:47:16,Fluxicon Disco, Variant 10,10,1,1
3274,2011-04-26T14:31:08,2011-04-26T14:31:08,Fluxicon Disco, Variant 10,10,1,1
3274,2011-04-26T14:32:17,2011-04-26T14:32:17,Fluxicon Disco, Variant 10,10,8,8
3274,2011-04-26T15:05:00,2011-04-26T15:05:00,Fluxicon Disco, Variant 10,10,9,9
3274,2011-04-26T15:29:00,2011-04-26T15:29:00,Fluxicon Disco, Variant 10,10,8,8
3274,2011-04-26T15:29:11,2011-04-26T15:29:11,Fluxicon Disco, Variant 10,10,6,6
3275,2012-01-11T16:48:44,2012-01-11T16:48:44,Fluxicon Disco, Variant 6,6,1,1
3275,2012-01-11T16:52:55,2012-01-11T16:52:55,Fluxicon Disco, Variant 6,6,8,8
3275,2012-01-11T18:22:51,2012-01-11T18:22:51,Fluxicon Disco, Variant 6,6,6,6
3275,2012-01-11T18:22:51,2012-01-11T18:22:51,Fluxicon Disco, Variant 6,6,6,6
3277,2011-03-23T23:35:05,2011-03-23T23:35:05,Fluxicon Disco, Variant 1,1,1,1
3277,2011-03-23T23:35:39,2011-03-23T23:35:39,Fluxicon Disco, Variant 1,1,8,8
3277,2011-03-24T22:54:35,2011-03-24T22:54:35,Fluxicon Disco, Variant 1,1,6,6
3278,2011-04-13T14:33:52,2011-04-13T14:33:52,Fluxicon Disco, Variant 3,3,1,1
3278,2011-04-13T14:34:13,2011-04-13T14:34:13,Fluxicon Disco, Variant 3,3,8,8
3278,2011-04-13T16:09:24,2011-04-13T16:09:24,Fluxicon Disco, Variant 3,3,9,9
3278,2011-04-15T22:44:09,2011-04-15T22:44:09,Fluxicon Disco, Variant 3,3,8,8
3278,2011-04-15T22:44:19,2011-04-15T22:44:19,Fluxicon Disco, Variant 3,3,6,6
3279,2011-11-24T18:10:50,2011-11-24T18:10:50,Fluxicon Disco, Variant 3,3,1,1
3279,2011-12-02T19:48:37,2011-12-02T19:48:37,Fluxicon Disco, Variant 3,3,8,8
3279,2011-12-05T22:22:49,2011-12-05T22:22:49,Fluxicon Disco, Variant 3,3,9,9
3279,2011-12-15T01:41:08,2011-12-15T01:41:08,Fluxicon Disco, Variant 3,3,8,8
3279,2011-12-15T16:13:34,2011-12-15T16:13:34,Fluxicon Disco, Variant 3,3,6,6
3280,2011-05-20T16:33:31,2011-05-20T16:33:31,Fluxicon Disco, Variant 1,1,1,1
3280,2011-05-23T19:25:04,2011-05-23T19:25:04,Fluxicon Disco, Variant 1,1,8,8
3280,2011-05-24T16:30:14,2011-05-24T16:30:14,Fluxicon Disco, Variant 1,1,6,6
3281,2012-07-24T16:38:20,2012-07-24T16:38:20,Fluxicon Disco, Variant 1,1,1,1
3281,2012-07-25T14:22:47,2012-07-25T14:22:47,Fluxicon Disco, Variant 1,1,8,8
3281,2012-07-25T14:29:44,2012-07-25T14:29:44,Fluxicon Disco, Variant 1,1,6,6
3282,2012-01-09T18:06:53,2012-01-09T18:06:53,Fluxicon Disco, Variant 6,6,1,1
3282,2012-01-09T18:07:36,2012-01-09T18:07:36,Fluxicon Disco, Variant 6,6,8,8
3282,2012-01-09T18:42:43,2012-01-09T18:42:43,Fluxicon Disco, Variant 6,6,6,6
3282,2012-01-09T18:42:43,2012-01-09T18:42:43,Fluxicon Disco, Variant 6,6,6,6
3283,2012-02-22T17:46:22,2012-02-22T17:46:22,Fluxicon Disco, Variant 1,1,1,1
3283,2012-02-22T21:52:22,2012-02-22T21:52:22,Fluxicon Disco, Variant 1,1,8,8
3283,2012-03-07T19:24:02,2012-03-07T19:24:02,Fluxicon Disco, Variant 1,1,6,6
3284,2011-11-11T16:28:00,2011-11-11T16:28:00,Fluxicon Disco, Variant 1,1,1,1
3284,2011-11-11T16:42:22,2011-11-11T16:42:22,Fluxicon Disco, Variant 1,1,8,8
3284,2011-11-11T17:44:19,2011-11-11T17:44:19,Fluxicon Disco, Variant 1,1,6,6
3285,2012-04-23T17:34:25,2012-04-23T17:34:25,Fluxicon Disco, Variant 1,1,1,1
3285,2012-04-26T17:56:11,2012-04-26T17:56:11,Fluxicon Disco, Variant 1,1,8,8
3285,2012-05-04T16:32:59,2012-05-04T16:32:59,Fluxicon Disco, Variant 1,1,6,6
3286,2011-05-18T14:21:25,2011-05-18T14:21:25,Fluxicon Disco, Variant 1,1,1,1
3286,2011-05-30T16:57:12,2011-05-30T16:57:12,Fluxicon Disco, Variant 1,1,8,8
3286,2011-06-06T23:15:57,2011-06-06T23:15:57,Fluxicon Disco, Variant 1,1,6,6
3287,2010-08-23T19:21:35,2010-08-23T19:21:35,Fluxicon Disco, Variant 15,15,1,1
3287,2010-08-23T19:22:02,2010-08-23T19:22:02,Fluxicon Disco, Variant 15,15,8,8
3287,2010-08-23T19:22:19,2010-08-23T19:22:19,Fluxicon Disco, Variant 15,15,9,9
3287,2010-09-13T17:23:43,2010-09-13T17:23:43,Fluxicon Disco, Variant 15,15,8,8
3287,2010-09-13T17:23:48,2010-09-13T17:23:48,Fluxicon Disco, Variant 15,15,9,9
3287,2010-09-20T15:51:58,2010-09-20T15:51:58,Fluxicon Disco, Variant 15,15,8,8
3287,2010-09-20T15:52:05,2010-09-20T15:52:05,Fluxicon Disco, Variant 15,15,6,6
3288,2012-09-03T16:56:06,2012-09-03T16:56:06,Fluxicon Disco, Variant 26,26,1,1
3288,2012-09-03T16:56:44,2012-09-03T16:56:44,Fluxicon Disco, Variant 26,26,8,8
3288,2012-09-04T15:09:25,2012-09-04T15:09:25,Fluxicon Disco, Variant 26,26,9,9
3288,2012-09-21T15:35:54,2012-09-21T15:35:54,Fluxicon Disco, Variant 26,26,6,6
3288,2012-09-21T15:36:06,2012-09-21T15:36:06,Fluxicon Disco, Variant 26,26,6,6
3290,2012-06-28T20:37:57,2012-06-28T20:37:57,Fluxicon Disco, Variant 1,1,1,1
3290,2012-06-29T19:57:21,2012-06-29T19:57:21,Fluxicon Disco, Variant 1,1,8,8
3290,2012-06-29T20:31:10,2012-06-29T20:31:10,Fluxicon Disco, Variant 1,1,6,6
3291,2011-12-15T22:34:12,2011-12-15T22:34:12,Fluxicon Disco, Variant 11,11,8,8
3291,2011-12-15T23:30:21,2011-12-15T23:30:21,Fluxicon Disco, Variant 11,11,6,6
3292,2010-08-02T21:11:07,2010-08-02T21:11:07,Fluxicon Disco, Variant 3,3,1,1
3292,2010-08-02T22:12:28,2010-08-02T22:12:28,Fluxicon Disco, Variant 3,3,8,8
3292,2010-08-02T22:14:30,2010-08-02T22:14:30,Fluxicon Disco, Variant 3,3,9,9
3292,2010-08-03T14:58:31,2010-08-03T14:58:31,Fluxicon Disco, Variant 3,3,8,8
3292,2010-08-03T14:59:14,2010-08-03T14:59:14,Fluxicon Disco, Variant 3,3,6,6
3293,2012-01-23T16:34:55,2012-01-23T16:34:55,Fluxicon Disco, Variant 8,8,1,1
3293,2012-01-24T19:25:45,2012-01-24T19:25:45,Fluxicon Disco, Variant 8,8,6,6
3293,2012-01-24T19:25:46,2012-01-24T19:25:46,Fluxicon Disco, Variant 8,8,6,6
3295,2011-02-25T23:21:24,2011-02-25T23:21:24,Fluxicon Disco, Variant 3,3,1,1
3295,2011-02-25T23:21:42,2011-02-25T23:21:42,Fluxicon Disco, Variant 3,3,8,8
3295,2011-02-25T23:21:50,2011-02-25T23:21:50,Fluxicon Disco, Variant 3,3,9,9
3295,2011-03-08T00:25:54,2011-03-08T00:25:54,Fluxicon Disco, Variant 3,3,8,8
3295,2011-03-08T00:26:02,2011-03-08T00:26:02,Fluxicon Disco, Variant 3,3,6,6
3296,2011-01-03T22:46:04,2011-01-03T22:46:04,Fluxicon Disco, Variant 4,4,1,1
3296,2011-01-17T23:57:57,2011-01-17T23:57:57,Fluxicon Disco, Variant 4,4,1,1
3296,2011-01-17T23:58:04,2011-01-17T23:58:04,Fluxicon Disco, Variant 4,4,8,8
3296,2011-01-24T21:27:54,2011-01-24T21:27:54,Fluxicon Disco, Variant 4,4,6,6
3297,2012-01-10T19:33:53,2012-01-10T19:33:53,Fluxicon Disco, Variant 18,18,1,1
3297,2012-01-16T16:41:47,2012-01-16T16:41:47,Fluxicon Disco, Variant 18,18,1,1
3297,2012-01-16T16:42:08,2012-01-16T16:42:08,Fluxicon Disco, Variant 18,18,6,6
3298,2010-11-18T00:15:08,2010-11-18T00:15:08,Fluxicon Disco, Variant 1,1,1,1
3298,2010-11-18T22:17:17,2010-11-18T22:17:17,Fluxicon Disco, Variant 1,1,8,8
3298,2010-11-19T18:25:29,2010-11-19T18:25:29,Fluxicon Disco, Variant 1,1,6,6
3299,2012-06-04T17:49:17,2012-06-04T17:49:17,Fluxicon Disco, Variant 1,1,1,1
3299,2012-06-04T17:49:25,2012-06-04T17:49:25,Fluxicon Disco, Variant 1,1,8,8
3299,2012-06-04T19:36:11,2012-06-04T19:36:11,Fluxicon Disco, Variant 1,1,6,6
3300,2012-06-05T14:15:35,2012-06-05T14:15:35,Fluxicon Disco, Variant 1,1,1,1
3300,2012-06-06T14:16:58,2012-06-06T14:16:58,Fluxicon Disco, Variant 1,1,8,8
3300,2012-06-06T21:44:09,2012-06-06T21:44:09,Fluxicon Disco, Variant 1,1,6,6
3301,2011-09-30T14:58:06,2011-09-30T14:58:06,Fluxicon Disco, Variant 1,1,1,1
3301,2011-10-04T14:46:23,2011-10-04T14:46:23,Fluxicon Disco, Variant 1,1,8,8
3301,2011-10-10T16:35:43,2011-10-10T16:35:43,Fluxicon Disco, Variant 1,1,6,6
3302,2010-12-17T17:18:32,2010-12-17T17:18:32,Fluxicon Disco, Variant 4,4,1,1
3302,2010-12-17T18:27:55,2010-12-17T18:27:55,Fluxicon Disco, Variant 4,4,1,1
3302,2010-12-17T18:28:10,2010-12-17T18:28:10,Fluxicon Disco, Variant 4,4,8,8
3302,2010-12-17T18:29:14,2010-12-17T18:29:14,Fluxicon Disco, Variant 4,4,6,6
3303,2011-12-22T21:15:42,2011-12-22T21:15:42,Fluxicon Disco, Variant 2,2,1,1
3303,2012-01-05T17:44:49,2012-01-05T17:44:49,Fluxicon Disco, Variant 2,2,8,8
3303,2012-01-05T21:51:52,2012-01-05T21:51:52,Fluxicon Disco, Variant 2,2,9,9
3303,2012-01-27T17:49:58,2012-01-27T17:49:58,Fluxicon Disco, Variant 2,2,6,6
3304,2011-03-31T19:20:28,2011-03-31T19:20:28,Fluxicon Disco, Variant 3,3,1,1
3304,2011-03-31T19:24:18,2011-03-31T19:24:18,Fluxicon Disco, Variant 3,3,8,8
3304,2011-04-18T19:27:59,2011-04-18T19:27:59,Fluxicon Disco, Variant 3,3,9,9
3304,2011-04-27T17:03:19,2011-04-27T17:03:19,Fluxicon Disco, Variant 3,3,8,8
3304,2011-04-27T17:03:30,2011-04-27T17:03:30,Fluxicon Disco, Variant 3,3,6,6
3305,2010-12-03T19:27:37,2010-12-03T19:27:37,Fluxicon Disco, Variant 1,1,1,1
3305,2010-12-14T16:18:01,2010-12-14T16:18:01,Fluxicon Disco, Variant 1,1,8,8
3305,2011-01-03T23:47:15,2011-01-03T23:47:15,Fluxicon Disco, Variant 1,1,6,6
3306,2010-10-26T22:36:43,2010-10-26T22:36:43,Fluxicon Disco, Variant 1,1,1,1
3306,2010-10-27T20:14:03,2010-10-27T20:14:03,Fluxicon Disco, Variant 1,1,8,8
3306,2010-10-27T20:14:59,2010-10-27T20:14:59,Fluxicon Disco, Variant 1,1,6,6
3307,2011-11-30T22:05:51,2011-11-30T22:05:51,Fluxicon Disco, Variant 2,2,1,1
3307,2011-12-06T00:10:21,2011-12-06T00:10:21,Fluxicon Disco, Variant 2,2,8,8
3307,2011-12-16T16:26:29,2011-12-16T16:26:29,Fluxicon Disco, Variant 2,2,9,9
3307,2011-12-19T19:06:44,2011-12-19T19:06:44,Fluxicon Disco, Variant 2,2,6,6
3308,2011-01-26T17:20:27,2011-01-26T17:20:27,Fluxicon Disco, Variant 2,2,1,1
3308,2011-02-04T00:36:35,2011-02-04T00:36:35,Fluxicon Disco, Variant 2,2,8,8
3308,2011-02-04T23:32:08,2011-02-04T23:32:08,Fluxicon Disco, Variant 2,2,9,9
3308,2011-02-12T00:35:21,2011-02-12T00:35:21,Fluxicon Disco, Variant 2,2,6,6
3309,2012-04-30T19:06:46,2012-04-30T19:06:46,Fluxicon Disco, Variant 6,6,1,1
3309,2012-05-03T15:00:36,2012-05-03T15:00:36,Fluxicon Disco, Variant 6,6,8,8
3309,2012-05-18T14:09:44,2012-05-18T14:09:44,Fluxicon Disco, Variant 6,6,6,6
3309,2012-05-18T14:09:45,2012-05-18T14:09:45,Fluxicon Disco, Variant 6,6,6,6
3310,2010-10-27T19:50:58,2010-10-27T19:50:58,Fluxicon Disco, Variant 1,1,1,1
3310,2010-10-29T17:09:56,2010-10-29T17:09:56,Fluxicon Disco, Variant 1,1,8,8
3310,2010-11-06T00:26:33,2010-11-06T00:26:33,Fluxicon Disco, Variant 1,1,6,6
3311,2010-11-05T20:05:14,2010-11-05T20:05:14,Fluxicon Disco, Variant 1,1,1,1
3311,2010-11-09T18:29:53,2010-11-09T18:29:53,Fluxicon Disco, Variant 1,1,8,8
3311,2010-11-15T22:58:10,2010-11-15T22:58:10,Fluxicon Disco, Variant 1,1,6,6
3312,2010-11-22T19:36:12,2010-11-22T19:36:12,Fluxicon Disco, Variant 1,1,1,1
3312,2010-11-22T19:36:28,2010-11-22T19:36:28,Fluxicon Disco, Variant 1,1,8,8
3312,2010-11-22T21:57:49,2010-11-22T21:57:49,Fluxicon Disco, Variant 1,1,6,6
3313,2012-05-11T21:57:07,2012-05-11T21:57:07,Fluxicon Disco, Variant 1,1,1,1
3313,2012-05-16T22:13:32,2012-05-16T22:13:32,Fluxicon Disco, Variant 1,1,8,8
3313,2012-05-23T15:10:15,2012-05-23T15:10:15,Fluxicon Disco, Variant 1,1,6,6
3316,2010-04-01T16:47:23,2010-04-01T16:47:23,Fluxicon Disco, Variant 9,9,1,1
3316,2010-04-01T17:01:46,2010-04-01T17:01:46,Fluxicon Disco, Variant 9,9,8,8
3316,2010-04-01T17:08:18,2010-04-01T17:08:18,Fluxicon Disco, Variant 9,9,6,6
3316,2010-04-01T19:50:59,2010-04-01T19:50:59,Fluxicon Disco, Variant 9,9,8,8
3316,2010-04-01T20:08:24,2010-04-01T20:08:24,Fluxicon Disco, Variant 9,9,6,6
3317,2012-02-17T16:37:27,2012-02-17T16:37:27,Fluxicon Disco, Variant 1,1,1,1
3317,2012-02-17T17:07:02,2012-02-17T17:07:02,Fluxicon Disco, Variant 1,1,8,8
3317,2012-02-17T22:57:34,2012-02-17T22:57:34,Fluxicon Disco, Variant 1,1,6,6
3318,2012-06-01T20:00:10,2012-06-01T20:00:10,Fluxicon Disco, Variant 2,2,1,1
3318,2012-06-01T20:07:00,2012-06-01T20:07:00,Fluxicon Disco, Variant 2,2,8,8
3318,2012-06-01T23:37:54,2012-06-01T23:37:54,Fluxicon Disco, Variant 2,2,9,9
3318,2012-07-16T15:29:32,2012-07-16T15:29:32,Fluxicon Disco, Variant 2,2,6,6
3319,2010-12-31T01:39:37,2010-12-31T01:39:37,Fluxicon Disco, Variant 1,1,1,1
3319,2011-01-27T16:40:44,2011-01-27T16:40:44,Fluxicon Disco, Variant 1,1,8,8
3319,2011-02-01T01:29:57,2011-02-01T01:29:57,Fluxicon Disco, Variant 1,1,6,6
3320,2012-07-26T17:42:13,2012-07-26T17:42:13,Fluxicon Disco, Variant 1,1,1,1
3320,2012-07-26T17:42:23,2012-07-26T17:42:23,Fluxicon Disco, Variant 1,1,8,8
3320,2012-07-27T15:36:09,2012-07-27T15:36:09,Fluxicon Disco, Variant 1,1,6,6
3321,2011-11-23T22:25:26,2011-11-23T22:25:26,Fluxicon Disco, Variant 1,1,1,1
3321,2011-11-29T00:11:59,2011-11-29T00:11:59,Fluxicon Disco, Variant 1,1,8,8
3321,2011-12-07T23:03:49,2011-12-07T23:03:49,Fluxicon Disco, Variant 1,1,6,6
3322,2011-12-15T16:30:23,2011-12-15T16:30:23,Fluxicon Disco, Variant 3,3,1,1
3322,2011-12-15T18:43:22,2011-12-15T18:43:22,Fluxicon Disco, Variant 3,3,8,8
3322,2011-12-15T19:18:50,2011-12-15T19:18:50,Fluxicon Disco, Variant 3,3,9,9
3322,2011-12-15T19:54:39,2011-12-15T19:54:39,Fluxicon Disco, Variant 3,3,8,8
3322,2011-12-19T17:34:16,2011-12-19T17:34:16,Fluxicon Disco, Variant 3,3,6,6
3325,2012-02-29T16:30:57,2012-02-29T16:30:57,Fluxicon Disco, Variant 58,58,1,1
3325,2012-02-29T16:48:37,2012-02-29T16:48:37,Fluxicon Disco, Variant 58,58,8,8
3325,2012-02-29T17:20:52,2012-02-29T17:20:52,Fluxicon Disco, Variant 58,58,2,2
3325,2012-03-01T16:12:13,2012-03-01T16:12:13,Fluxicon Disco, Variant 58,58,8,8
3325,2012-03-01T16:13:12,2012-03-01T16:13:12,Fluxicon Disco, Variant 58,58,9,9
3325,2012-03-28T15:29:27,2012-03-28T15:29:27,Fluxicon Disco, Variant 58,58,6,6
3326,2010-12-03T18:11:01,2010-12-03T18:11:01,Fluxicon Disco, Variant 48,48,1,1
3326,2010-12-03T19:46:29,2010-12-03T19:46:29,Fluxicon Disco, Variant 48,48,8,8
3326,2010-12-03T21:52:46,2010-12-03T21:52:46,Fluxicon Disco, Variant 48,48,6,6
3326,2010-12-03T23:57:03,2010-12-03T23:57:03,Fluxicon Disco, Variant 48,48,8,8
3326,2010-12-06T17:37:28,2010-12-06T17:37:28,Fluxicon Disco, Variant 48,48,2,2
3326,2010-12-06T23:46:07,2010-12-06T23:46:07,Fluxicon Disco, Variant 48,48,6,6
3327,2012-05-25T19:28:54,2012-05-25T19:28:54,Fluxicon Disco, Variant 1,1,1,1
3327,2012-05-25T19:29:02,2012-05-25T19:29:02,Fluxicon Disco, Variant 1,1,8,8
3327,2012-05-25T19:29:36,2012-05-25T19:29:36,Fluxicon Disco, Variant 1,1,6,6
3328,2012-07-10T22:54:02,2012-07-10T22:54:02,Fluxicon Disco, Variant 1,1,1,1
3328,2012-07-10T23:00:22,2012-07-10T23:00:22,Fluxicon Disco, Variant 1,1,8,8
3328,2012-07-10T23:00:36,2012-07-10T23:00:36,Fluxicon Disco, Variant 1,1,6,6
3329,2011-10-13T21:05:44,2011-10-13T21:05:44,Fluxicon Disco, Variant 1,1,1,1
3329,2011-10-18T14:51:01,2011-10-18T14:51:01,Fluxicon Disco, Variant 1,1,8,8
3329,2011-10-18T20:51:34,2011-10-18T20:51:34,Fluxicon Disco, Variant 1,1,6,6
3330,2010-12-14T19:49:57,2010-12-14T19:49:57,Fluxicon Disco, Variant 1,1,1,1
3330,2010-12-16T17:39:56,2010-12-16T17:39:56,Fluxicon Disco, Variant 1,1,8,8
3330,2010-12-16T17:40:40,2010-12-16T17:40:40,Fluxicon Disco, Variant 1,1,6,6
3332,2010-02-19T16:41:28,2010-02-19T16:41:28,Fluxicon Disco, Variant 1,1,1,1
3332,2010-02-24T00:20:47,2010-02-24T00:20:47,Fluxicon Disco, Variant 1,1,8,8
3332,2010-03-08T18:24:35,2010-03-08T18:24:35,Fluxicon Disco, Variant 1,1,6,6
3333,2011-05-23T15:27:12,2011-05-23T15:27:12,Fluxicon Disco, Variant 12,12,1,1
3333,2011-06-01T22:30:12,2011-06-01T22:30:12,Fluxicon Disco, Variant 12,12,8,8
3333,2011-06-06T15:03:42,2011-06-06T15:03:42,Fluxicon Disco, Variant 12,12,8,8
3333,2011-06-06T22:12:33,2011-06-06T22:12:33,Fluxicon Disco, Variant 12,12,6,6
3335,2012-05-02T19:33:24,2012-05-02T19:33:24,Fluxicon Disco, Variant 2,2,1,1
3335,2012-05-03T14:59:36,2012-05-03T14:59:36,Fluxicon Disco, Variant 2,2,8,8
3335,2012-05-03T15:21:00,2012-05-03T15:21:00,Fluxicon Disco, Variant 2,2,9,9
3335,2012-05-10T14:16:49,2012-05-10T14:16:49,Fluxicon Disco, Variant 2,2,6,6
3337,2011-02-18T00:56:52,2011-02-18T00:56:52,Fluxicon Disco, Variant 1,1,1,1
3337,2011-02-18T18:57:42,2011-02-18T18:57:42,Fluxicon Disco, Variant 1,1,8,8
3337,2011-03-22T22:42:47,2011-03-22T22:42:47,Fluxicon Disco, Variant 1,1,6,6
3339,2012-06-27T22:03:41,2012-06-27T22:03:41,Fluxicon Disco, Variant 1,1,1,1
3339,2012-06-27T22:03:53,2012-06-27T22:03:53,Fluxicon Disco, Variant 1,1,8,8
3339,2012-06-28T16:24:56,2012-06-28T16:24:56,Fluxicon Disco, Variant 1,1,6,6
3340,2010-10-26T22:52:44,2010-10-26T22:52:44,Fluxicon Disco, Variant 1,1,1,1
3340,2010-10-27T19:42:02,2010-10-27T19:42:02,Fluxicon Disco, Variant 1,1,8,8
3340,2010-10-27T20:23:12,2010-10-27T20:23:12,Fluxicon Disco, Variant 1,1,6,6
3341,2012-08-02T17:05:03,2012-08-02T17:05:03,Fluxicon Disco, Variant 1,1,1,1
3341,2012-08-13T15:22:02,2012-08-13T15:22:02,Fluxicon Disco, Variant 1,1,8,8
3341,2012-08-13T20:01:04,2012-08-13T20:01:04,Fluxicon Disco, Variant 1,1,6,6
3342,2012-01-10T19:22:28,2012-01-10T19:22:28,Fluxicon Disco, Variant 2,2,1,1
3342,2012-01-11T21:16:26,2012-01-11T21:16:26,Fluxicon Disco, Variant 2,2,8,8
3342,2012-01-13T18:48:02,2012-01-13T18:48:02,Fluxicon Disco, Variant 2,2,9,9
3342,2012-01-13T19:12:44,2012-01-13T19:12:44,Fluxicon Disco, Variant 2,2,6,6
3343,2012-01-27T22:20:58,2012-01-27T22:20:58,Fluxicon Disco, Variant 11,11,8,8
3343,2012-02-01T22:51:22,2012-02-01T22:51:22,Fluxicon Disco, Variant 11,11,6,6
3345,2011-01-11T16:47:48,2011-01-11T16:47:48,Fluxicon Disco, Variant 4,4,1,1
3345,2011-01-12T00:23:20,2011-01-12T00:23:20,Fluxicon Disco, Variant 4,4,1,1
3345,2011-01-12T00:23:30,2011-01-12T00:23:30,Fluxicon Disco, Variant 4,4,8,8
3345,2011-01-12T17:03:55,2011-01-12T17:03:55,Fluxicon Disco, Variant 4,4,6,6
3346,2011-06-23T14:58:08,2011-06-23T14:58:08,Fluxicon Disco, Variant 10,10,1,1
3346,2011-06-23T14:58:25,2011-06-23T14:58:25,Fluxicon Disco, Variant 10,10,1,1
3346,2011-06-23T15:10:26,2011-06-23T15:10:26,Fluxicon Disco, Variant 10,10,8,8
3346,2011-06-28T16:27:26,2011-06-28T16:27:26,Fluxicon Disco, Variant 10,10,9,9
3346,2011-07-01T22:04:33,2011-07-01T22:04:33,Fluxicon Disco, Variant 10,10,8,8
3346,2011-07-01T22:04:48,2011-07-01T22:04:48,Fluxicon Disco, Variant 10,10,6,6
3347,2011-10-10T14:54:48,2011-10-10T14:54:48,Fluxicon Disco, Variant 8,8,1,1
3347,2011-10-10T22:14:10,2011-10-10T22:14:10,Fluxicon Disco, Variant 8,8,6,6
3347,2011-10-10T22:27:12,2011-10-10T22:27:12,Fluxicon Disco, Variant 8,8,6,6
3348,2012-03-06T19:51:34,2012-03-06T19:51:34,Fluxicon Disco, Variant 17,17,1,1
3348,2012-03-06T19:51:42,2012-03-06T19:51:42,Fluxicon Disco, Variant 17,17,8,8
3348,2012-03-08T19:09:09,2012-03-08T19:09:09,Fluxicon Disco, Variant 17,17,9,9
3348,2012-03-28T15:58:02,2012-03-28T15:58:02,Fluxicon Disco, Variant 17,17,8,8
3348,2012-03-28T21:46:46,2012-03-28T21:46:46,Fluxicon Disco, Variant 17,17,9,9
3348,2012-04-02T19:35:15,2012-04-02T19:35:15,Fluxicon Disco, Variant 17,17,6,6
3350,2010-05-17T16:07:10,2010-05-17T16:07:10,Fluxicon Disco, Variant 1,1,1,1
3350,2010-05-17T16:20:20,2010-05-17T16:20:20,Fluxicon Disco, Variant 1,1,8,8
3350,2010-05-17T16:26:33,2010-05-17T16:26:33,Fluxicon Disco, Variant 1,1,6,6
3352,2012-04-20T17:42:46,2012-04-20T17:42:46,Fluxicon Disco, Variant 1,1,1,1
3352,2012-05-02T21:15:50,2012-05-02T21:15:50,Fluxicon Disco, Variant 1,1,8,8
3352,2012-05-10T15:50:41,2012-05-10T15:50:41,Fluxicon Disco, Variant 1,1,6,6
3353,2012-07-27T21:52:58,2012-07-27T21:52:58,Fluxicon Disco, Variant 1,1,1,1
3353,2012-07-27T22:47:56,2012-07-27T22:47:56,Fluxicon Disco, Variant 1,1,8,8
3353,2012-08-03T19:14:06,2012-08-03T19:14:06,Fluxicon Disco, Variant 1,1,6,6
3354,2010-07-07T20:23:49,2010-07-07T20:23:49,Fluxicon Disco, Variant 19,19,1,1
3354,2010-07-07T20:52:41,2010-07-07T20:52:41,Fluxicon Disco, Variant 19,19,9,9
3354,2010-08-06T21:05:55,2010-08-06T21:05:55,Fluxicon Disco, Variant 19,19,8,8
3354,2010-08-06T21:07:10,2010-08-06T21:07:10,Fluxicon Disco, Variant 19,19,6,6
3355,2011-04-26T20:09:08,2011-04-26T20:09:08,Fluxicon Disco, Variant 1,1,1,1
3355,2011-04-26T20:12:18,2011-04-26T20:12:18,Fluxicon Disco, Variant 1,1,8,8
